hp_name,degree
Duplication of the middle phalanx of the 5th toe,0
Duplication of the proximal phalanx of the 3rd toe,0
Duplication of the proximal phalanx of the 4th toe,0
Duplication of the proximal phalanx of the 5th toe,0
Broad phalanges of the 3rd toe,0
Broad phalanges of the 4th toe,0
Broad phalanges of the 5th toe,0
Bullet-shaped 3rd toe phalanx,0
Bullet-shaped 4th toe phalanx,0
Bullet-shaped 5th toe phalanx,0
Curved 3rd toe phalanx,0
Curved 4th toe phalanx,0
Curved 5th toe phalanx,0
Osteolytic defects of the phalanges of the 3rd toe,0
Osteolytic defects of the phalanges of the 4th toe,0
Osteolytic defects of the phalanges of the 5th toe,0
Sclerosis of the middle phalanx of the 3rd toe,0
Patchy sclerosis of 3rd toe phalanx,0
Sclerosis of the middle phalanx of the 4th toe,0
Patchy sclerosis of 4th toe phalanx,0
Patchy sclerosis of 5th toe phalanx,0
Sclerosis of the middle phalanx of the 5th toe,0
Sclerosis of the proximal phalanx of the 3rd toe,0
Sclerosis of the proximal phalanx of the 4th toe,0
Sclerosis of the proximal phalanx of the 5th toe,0
Sclerosis of the distal phalanx of the 3rd toe,0
Sclerosis of the distal phalanx of the 4th toe,0
Sclerosis of the distal phalanx of the 5th toe,0
Symphalangism affecting the phalanges of the 3rd toe,0
Symphalangism affecting the phalanges of the 4th toe,0
Symphalangism affecting the phalanges of the 5th toe,0
Symphalangism affecting the middle phalanx of the 3rd toe,0
Symphalangism affecting the middle phalanx of the 4th toe,0
Symphalangism affecting the middle phalanx of the 5th toe,0
Symphalangism affecting the proximal phalanx of the 3rd toe,0
Triangular shaped phalanges of the 4th toe,0
Proximal foot symphalangism,0
Symphalangism affecting the proximal phalanx of the 4th toe,0
Triangular shaped phalanges of the 5th toe,0
Triangular shaped phalanges of the 3rd toe,0
Symphalangism affecting the proximal phalanx of the 5th toe,0
Symphalangism affecting the proximal phalanx of the 2nd toe,0
Synostosis involving the 1st metatarsal,0
Symphalangism affecting the proximal phalanges of the toes,0
Abnormality of the vitamin B3 metabolism,0
Abnormality of vitamin C metabolism,0
Abnormality of corpus cavernosum,0
Pelvic organ prolapse,0
Abnormal arachnoid mater morphology,0
Male reproductive system neoplasm,0
Neoplasm of the nail,0
Small intestinal stenosis,0
Abnormality of the xiphoid process,0
Abnormal length of corpus callosum,0
Dynein arm defect of respiratory motile cilia,0
Agenesis of mandibular lateral incisor,0
Abnormality of the somatic nervous system,0
Abnormality of ganglion,0
Abnormal circulating glutamate concentration,0
Abnormal biotinidase level,0
Abnormal cardiac biomarker test,0
Abnormal glucose-6-phosphate dehydrogenase level,0
Abnormal glucose-6-phosphate dehydrogenase level in blood,0
Abnormal glucose-6-phosphate dehydrogenase level in dried blood spot,0
Abnormal glucose-6-phosphate dehydrogenase level in tissue,0
Abnormal glucose-6-phosphate dehydrogenase level in red blood cells,0
Abnormal glucose-6-phosphate dehydrogenase level in leukocytes,0
Abnormal uridine diphosphate glucose-4-epimerase level,0
Abnormal uridine diphosphate glucose-4-epimerase level in plasma,0
Abnormal uridine diphosphate glucose-4-epimerase level in red blood cells,0
Abnormal CSF urate concentration,0
Meconium xenobiotic,0
Hair xenobiotic,0
Stool xenobiotic,0
Gastric fluid xenobiotic,0
Abnormal circulating nicotinurate concentration,0
Plasma/serum xenobiotic,0
Abnormal cord blood measurement,0
Abnormal oxygen level in cord blood,0
Abnormal carbon dioxide level in cord blood,0
Increased anti-insect IgE antibody level,0
Abnormal circulating IgD level,0
Increased anti-animal protein IgE antibody level,0
Increased anti-dust mite IgE antibody level,0
Abnormal circulating amylase level,0
Decreased specific antibody response to protein vaccine,0
Abnormal urinary 1-methylhistidine concentration,0
Abnormal urinary 3-methylhistidine level,0
Animal protein allergy,0
Dust mite allergy,0
Plant based food allergy,0
Insect allergy,0
Abnormal circulating heparan sulfate level,0
Abnormal complex N-glycan level,0
Abnormal high-mannose N-glycan level,0
Abnormal core 1 O-glycan level,0
Increased proportion of naive T cells,0
Decreased proportion of memory T cells,0
"Decreased proportion of CD4-positive, alpha-beta memory T cells",0
"Decreased proportion of CD8-positive, alpha-beta memory T cells",0
"Abnormal proportion of central memory CD8-positive, alpha-beta T cells",0
"Abnormal proportion of effector memory CD8-positive, alpha-beta T cells",0
"Increased proportion of CD4-positive, alpha-beta memory T cells",0
"Increased proportion of CD8-positive, alpha-beta memory T cells",0
Abnormality of the palatine bone,0
Abnormality of musculature of soft palate,0
Abnormality of muscle of facial expression,0
Nasolacrimal sac obstruction,0
Conjunctival follicles,0
Conjunctival cicatrization,0
Retinopathy of prematurity stage 4,0
Retinopathy of prematurity stage 5,0
Abnormal ocular alignment,0
Hyperphoria,0
Hypophoria,0
Decreased diastolic blood pressure,0
Abnormal stool urobilinogen concentration,0
Abnormal circulating asparagine concentration,0
Abnormal circulating aspartic acid concentration,0
Abnormal circulating carnosine concentration,0
Abnormal circulating gastrin level,0
Abnormal circulating amino sulfonic acid concentration,0
Abnormal CSF amino acid concentration,0
Abnormal CSF branched chain amino acid concentration,0
Abnormal CSF valine concentration,0
Abnormal CSF leucine concentration,0
Abnormal CSF isoleucine concentration,0
Abnormal CSF glutamine family amino acid concentration,0
Abnormal CSF glutamine concentration,0
Abnormal CSF glutamate concentration,0
Abnormal CSF arginine concentration,0
Abnormal CSF aspartate family amino acid concentration,0
Abnormal CSF lysine concentration,0
Abnormal CSF methionine concentration,0
Abnormal CSF threonine concentration,0
Abnormal CSF aromatic amino acid concentration,0
Abnormal CSF aspartate concentration,0
Abnormal CSF tyrosine concentration,0
Abnormal CSF tryptophan concentration,0
Abnormal CSF phenylalanine concentration,0
Abnormal CSF serine family amino acid concentration,0
Abnormal CSF serine concentration,0
Abnormal CSF glycine concentration,0
Abnormal CSF alanine concentration,0
Abnormal CSF histidine concentration,0
Abnormal CSF homocarnosine concentration,0
Abnormal CSF citrulline concentration,0
Abnormal CSF alpha-aminobutyrate concentration,0
Abnormal circulating ethanolamine concentration,0
Abnormal urine hexanoylglycine concentration,0
Abnormal urine isobutyrylglycine concentration,0
Abnormal blood gas level in cord blood,0
Triggered by physical trauma,0
"Abnormal proportion of CD8-positive, alpha-beta TEMRA T cells",0
Abnormal proportion of gamma-delta T cells,0
Abnormal proportion of immature gamma-delta T cells,0
Increased proportion of gamma-delta T cells,0
Decreased proportion of gamma-delta T cells,0
Abnormality of occipitofrontalis muscle,0
Abnormality of the submandibular region,0
Abnormal mouth floor morphology,0
Abnormality of nasal musculature,0
Abnormality of extrinsic muscle of tongue,0
Abnormal facial artery morphology,0
Abnormality of cranial ganglion,0
Abnormality of ophthalmic artery,0
Congenital panfollicular nevus,0
Lipedema,0
Osteoid osteoma,0
Tardive dyskinesia,0
Eosinophilic fasciitis,0
Ainhum,0
Heparin-induced thrombocytopenia,0
Pineocytoma,0
"Urethral atresia, female",0
Acute sinusitis,0
Globe retraction and deviation on abduction,0
Urinary tract atresia,0
Excessive purine production,0
Constricted iliac wing,0
Mitochondrial propionyl-CoA carboxylase defect,0
Propionic acidemia,0
Reduced 4-Hydroxyphenylpyruvate dioxygenase level,0
Amyotrophy of the musculature of the pelvis,0
Variable progression rate,0
Absent epiphysis of the distal phalanx of the 5th finger,0
Laterally deficient tibial plateaux,0
Soft-tissue ossification around the shoulders,0
Sclerosis with transverse striations in metaphyses of the upper limbs,0
Coarse humeral trabeculae,0
Humeral cortical thickening,0
Humeral cortical thinning,0
Crumpled humerus,0
Humeral exostoses,0
Humeral lytic defects,0
Osteoporotic humerus,0
Oval transradiancy of humerus,0
Periosteal new bone of humerus,0
Sclerotic foci of the humerus,0
Slender humerus,0
Triangular humerus,0
Undermodeled humerus,0
Absent humeral epiphyseal ossification,0
Advanced ossification of the humeral epiphysis,0
Delayed humeral epiphyseal ossification,0
Irregular humeral epiphyses,0
Large humeral epiphyses,0
Round humeral epiphyses,0
Small humeral epiphyses,0
Broad humeral epiphyses,0
Broad humeral epiphyseal plate,0
Enlarged humeral metaphyses,0
Frayed humeral metaphyses,0
Irregular ossification of humeral metaphyses,0
Lytic defects of the humeral metaphysis,0
Normal-density transverse humeral bands,0
Pointed humeral metaphysis,0
Sclerotic humeral metaphysis with longitudinal striations,0
Laterally sloping humeral metaphysis,0
Spurred humeral metaphysis,0
Square humeral metaphysis,0
Stippled calcification of humeral metaphysis,0
Cortical irregularity of humeral diaphysis,0
Cortical thickening of humeral diaphysis,0
Ground glass opacity of humeral diaphysis,0
Periosteal new bone of humeral diaphysis,0
Sclerotic foci of humeral diaphysis,0
Sclerosis of humeral diaphysis,0
Slender humeral diaphysis,0
Wide humeral diaphysis,0
Humeroulnar synostosis,0
Synovial chondromatosis of the elbow,0
Delayed elbow epiphyseal ossification,0
Irregular epiphyses of the elbow,0
Distal humeral metaphyseal irregularity,0
Angulated forearm bones,0
Bone-in-a-bone appearance of forearm,0
Cortical thickening of the forearm bones,0
Cross-fusion of the forearm bones,0
Osteoporotic forearm bones,0
Sclerotic foci in forearm bones,0
Undermodelled forearm bones,0
Wide radioulnar joints,0
Constricted radius,0
Pseudarthrosis of the radius,0
Posteriorly dislocated ulna,0
Fractured ulna,0
Notched ulna,0
Pointed ulna,0
Osteosclerosis of the ulna,0
Flattened radial head,0
Constricted radial neck,0
Medially deficient radial epiphyses,0
Medially flattened radial epiphyses,0
Irregular radial epiphyses,0
Large radial epiphyses,0
Round radial epiphyses,0
Sclerotic radial epiphyses,0
Medially sloping radial epiphyses,0
Small radial epiphyses,0
Medially fused radial epiphyseal plates,0
Broad radial epiphyseal plate,0
Cupped radial metaphyses,0
Exostoses of the radial metaphysis,0
Irregular ossification of the radial metaphysis,0
Lytic defects of radial metaphysis,0
Sclerotic radial metaphysis with longitudinal striations,0
Medially sloping radial metaphysis,0
Spurred radial metaphysis,0
Spurs of radial diaphysis,0
Lytic defects of radial diaphysis,0
Patchy sclerosis of radial diaphysis,0
Broad radial diaphysis,0
Curved olecranon,0
Irregular olecranon,0
Long styloid process of ulna,0
Corner fragments of ulnar metaphysis,0
Cupped ulnar metaphysis,0
Lytic defects of ulnar metaphysis,0
Pointed ulnar metaphysis,0
Sloping ulnar metaphysis,0
Spurred ulnar metaphysis,0
Wide ulnar metaphysis,0
Narrow joint spaces of wrist,0
Decreased carpal angles of wrist,0
Advanced ossification of the hand bones,0
Delayed ossification of the hand bones,0
Dysharmonic maturation of the hand bones,0
Cone-shaped epiphysis of the distal phalanx of the 5th finger,0
Ivory epiphysis of the distal phalanx of the 5th finger,0
Subluxation of the proximal interphalangeal joint of the little finger,0
Bone-in-a-bone appearance of carpal bones,0
Lytic defects of carpal bones,0
Accessory scaphoid,0
Comma-shaped scaphoid,0
Delayed ossification of the scaphoid,0
Small scaphoid,0
Accessory lunate,0
Proximally placed lunate,0
Delayed ossification of the trapezium,0
Small trapezium,0
Delayed ossification of the trapezoid bone,0
Small trapezoid bone,0
Wide hamate bone,0
Large capitate bone,0
Narrow carpal joint spaces,0
Cortical thickening of hand bones,0
Cortical thinning of hand bones,0
Cupped metaphyses of hand bones,0
Deficient ossification of hand bones,0
Exostoses of hand bones,0
Notched hand bones,0
Overmodelled hand bones,0
Pointed hand bones,0
Sclerosis of hand bones with transverse striations,0
Stippled calcification of hand bones,0
Undermodelled hand bones,0
Synostosis of second metacarpal-trapezoid,0
Abnormality of cerebrosidase metabolism,0
Decreased circulating purine concentration,0
Proximal esophageal atresia,0
Congenital atrioventricular dissociation,0
Atypical elliptocytosis,0
Atypical hyperphenylalaninemia,0
Pancreatic dysplasia,0
Hemoglobin Barts,0
Macrocytic hemolytic disease,0
Biphenotypic acute leukemia,0
T cell chronic lymphocytic lymphoma/leukemia,0
Abnormality of the zygomatic arch,0
Abnormalities of the diaphyses of the hand,0
Intermittent hyperpnea at rest,0
Buried teeth encased in mucopolysaccharide,0
Malformation of mandibular premolar,0
Multifocal breast carcinoma,0
Abnormal ventricular filling,0
Paroxysmal tachycardia,0
Peripheral neuroepithelioma,0
Renal pelvic carcinoma,0
Posterior leukoencephalopathy,0
Ipsilateral lack of facial sweating,0
Confetti hypopigmentation pattern of lower leg skin,0
Index finger dermatoglyphic radial loop,0
Long upper eyelashes,0
Bilateral congenital mydriasis,0
3-hydroxydicarboxylic aciduria,0
Decreased Arden ratio of electrooculogram,0
Partial complement factor H deficiency,0
Cervical vertebral facet hypoplasia,0
Incomplete male pseudohermaphroditism,0
Urethral sphincter sclerosis,0
Solitary bladder diverticulum,0
Absent internal genitalia,0
Prominent prostate median bar,0
Neck muscle hypoplasia,0
Biceps hypoplasia,0
Enlarged epiphysis of the distal phalanx of the 5th finger,0
Small epiphysis of the distal phalanx of the 5th finger,0
Triangular epiphysis of the distal phalanx of the 5th finger,0
Triangular epiphysis of the proximal phalanx of the 5th finger,0
Cone-shaped epiphysis of the proximal phalanx of the 5th finger,0
Ivory epiphysis of the proximal phalanx of the 5th finger,0
Enlarged epiphysis of the proximal phalanx of the 5th finger,0
Small epiphysis of the proximal phalanx of the 5th finger,0
Absent epiphysis of the proximal phalanx of the 5th finger,0
Stippling of the epiphysis of the distal phalanx of the 5th finger,0
Fragmentation of the epiphysis of the distal phalanx of the 5th finger,0
Irregular epiphysis of the distal phalanx of the 5th finger,0
Bullet-shaped middle phalanx of the 5th finger,0
Broad middle phalanx of the 5th finger,0
Osteolytic defects of the middle phalanx of the 5th finger,0
Curved middle phalanx of the 5th finger,0
Patchy sclerosis of the middle phalanx of the 5th finger,0
Ulnar deviation of the 5th finger,0
Contracture of the metacarpophalangeal joint of the 5th finger,0
Bracket epiphysis of the distal phalanx of the 5th finger,0
Pseudoepiphysis of the distal phalanx of the 5th finger,0
Bracket epiphysis of the proximal phalanx of the 5th finger,0
Irregular epiphysis of the proximal phalanx of the 5th finger,0
Pseudoepiphysis of the proximal phalanx of the 5th finger,0
Stippling of the epiphysis of the proximal phalanx of the 5th finger,0
Fragmentation of the epiphysis of the proximal phalanx of the 5th finger,0
Absent epiphysis of the middle phalanx of the 5th finger,0
Bracket epiphysis of the middle phalanx of the 5th finger,0
Cone-shaped epiphysis of the middle phalanx of the 5th finger,0
Enlarged epiphysis of the middle phalanx of the 5th finger,0
Fragmentation of the epiphysis of the middle phalanx of the 5th finger,0
Irregular epiphysis of the middle phalanx of the 5th finger,0
Ivory epiphysis of the middle phalanx of the 5th finger,0
Pseudoepiphysis of the middle phalanx of the 5th finger,0
Small epiphysis of the middle phalanx of the 5th finger,0
Stippling of the epiphysis of the middle phalanx of the 5th finger,0
Triangular epiphysis of the middle phalanx of the 5th finger,0
Absent epiphysis of the middle phalanx of the 4th finger,0
Bracket epiphysis of the middle phalanx of the 4th finger,0
Cone-shaped epiphysis of the middle phalanx of the 4th finger,0
Enlarged epiphysis of the middle phalanx of the 4th finger,0
Fragmentation of the epiphysis of the middle phalanx of the 4th finger,0
Irregular epiphysis of the middle phalanx of the 4th finger,0
Ivory epiphysis of the middle phalanx of the 4th finger,0
Pseudoepiphysis of the middle phalanx of the 4th finger,0
Small epiphysis of the middle phalanx of the 4th finger,0
Stippling of the epiphysis of the middle phalanx of the 4th finger,0
Triangular epiphysis of the middle phalanx of the 4th finger,0
Aplasia of the proximal phalanx of the 5th finger,0
Broad proximal phalanx of the 5th finger,0
Bullet-shaped proximal phalanx of the 5th finger,0
Curved proximal phalanx of the 5th finger,0
Osteolytic defects of the proximal phalanx of the 5th finger,0
Patchy sclerosis of the proximal phalanx of the 5th finger,0
Symphalangism of the proximal phalanx of the 5th finger with the 5th metacarpal,0
Rhomboid or triangular shaped 5th finger proximal phalanx,0
Broad distal phalanx of the 5th finger,0
Bullet-shaped distal phalanx of the 5th finger,0
Osteolytic defects of the distal phalanx of the 5th finger,0
Patchy sclerosis of the distal phalanx of the 5th finger,0
Absent epiphysis of the distal phalanx of the 4th finger,0
Bracket epiphysis of the distal phalanx of the 4th finger,0
Cone-shaped epiphysis of the distal phalanx of the 4th finger,0
Enlarged epiphysis of the distal phalanx of the 4th finger,0
Fragmentation of the epiphysis of the distal phalanx of the 4th finger,0
Irregular epiphysis of the distal phalanx of the 4th finger,0
Ivory epiphysis of the distal phalanx of the 4th finger,0
Pseudoepiphysis of the distal phalanx of the 4th finger,0
Small epiphysis of the distal phalanx of the 4th finger,0
Stippling of the epiphysis of the distal phalanx of the 4th finger,0
Triangular epiphysis of the distal phalanx of the 4th finger,0
Absent epiphysis of the proximal phalanx of the 4th finger,0
Bracket epiphysis of the proximal phalanx of the 4th finger,0
Cone-shaped epiphysis of the proximal phalanx of the 4th finger,0
Enlarged epiphysis of the proximal phalanx of the 4th finger,0
Fragmentation of the epiphysis of the proximal phalanx of the 4th finger,0
Irregular epiphysis of the proximal phalanx of the 4th finger,0
Ivory epiphysis of the proximal phalanx of the 4th finger,0
Pseudoepiphysis of the proximal phalanx of the 4th finger,0
Small epiphysis of the proximal phalanx of the 4th finger,0
Stippling of the epiphysis of the proximal phalanx of the 4th finger,0
Triangular epiphysis of the proximal phalanx of the 4th finger,0
Contracture of the distal interphalangeal joint of the 4th finger,0
Contracture of the metacarpophalangeal joint of the 4th finger,0
Ulnar deviation of the 4th finger,0
Curved distal phalanx of the 4th finger,0
Curved middle phalanx of the 4th finger,0
Curved proximal phalanx of the 4th finger,0
Aplasia of the distal phalanx of the 4th finger,0
Broad distal phalanx of the 4th finger,0
Broad middle phalanx of the 4th finger,0
Absent middle phalanx of 4th finger,0
Bullet-shaped middle phalanx of the 4th finger,0
Osteolytic defects of the middle phalanx of the 4th finger,0
Aplasia of the proximal phalanx of the 4th finger,0
Short proximal phalanx of the 4th finger,0
Bullet-shaped distal phalanx of the 4th finger,0
Osteolytic defects of the distal phalanx of the 4th finger,0
Patchy sclerosis of the distal phalanx of the 4th finger,0
Distal/middle symphalangism of 4th finger,0
Triangular shaped distal phalanx of the 4th finger,0
Patchy sclerosis of the middle phalanx of the 4th finger,0
Triangular shaped middle phalanx of the 4th finger,0
Broad proximal phalanx of the 4th finger,0
Bullet-shaped proximal phalanx of the 4th finger,0
Osteolytic defects of the proximal phalanx of the 4th finger,0
Patchy sclerosis of the proximal phalanx of the 4th finger,0
Triangular shaped proximal phalanx of the 4th finger,0
Absent epiphysis of the middle phalanx of the 3rd finger,0
Bracket epiphysis of the middle phalanx of the 3rd finger,0
Cone-shaped epiphysis of the middle phalanx of the 3rd finger,0
Irregular epiphysis of the middle phalanx of the 3rd finger,0
Ivory epiphysis of the middle phalanx of the 3rd finger,0
Pseudoepiphysis of the middle phalanx of the 3rd finger,0
Small epiphysis of the middle phalanx of the 3rd finger,0
Stippling of the epiphysis of the middle phalanx of the 3rd finger,0
Absent epiphysis of the distal phalanx of the 3rd finger,0
Bracket epiphysis of the distal phalanx of the 3rd finger,0
Cone-shaped epiphysis of the distal phalanx of the 3rd finger,0
Enlarged epiphysis of the distal phalanx of the 3rd finger,0
Fragmentation of the epiphysis of the distal phalanx of the 3rd finger,0
Irregular epiphysis of the distal phalanx of the 3rd finger,0
Ivory epiphysis of the distal phalanx of the 3rd finger,0
Pseudoepiphysis of the distal phalanx of the 3rd finger,0
Small epiphysis of the distal phalanx of the 3rd finger,0
Stippling of the epiphysis of the distal phalanx of the 3rd finger,0
Triangular epiphysis of the distal phalanx of the 3rd finger,0
Absent epiphysis of the proximal phalanx of the 3rd finger,0
Bracket epiphysis of the proximal phalanx of the 3rd finger,0
Cone-shaped epiphysis of the proximal phalanx of the 3rd finger,0
Fragmentation of the epiphysis of the proximal phalanx of the 3rd finger,0
Irregular epiphysis of the proximal phalanx of the 3rd finger,0
Ivory epiphysis of the proximal phalanx of the 3rd finger,0
Pseudoepiphysis of the proximal phalanx of the 3rd finger,0
Small epiphysis of the proximal phalanx of the 3rd finger,0
Stippling of the epiphysis of the proximal phalanx of the 3rd finger,0
Rhomboid or triangular shaped 5th finger distal phalanx,0
Broad distal phalanx of the 3rd finger,0
Bullet-shaped distal phalanx of the 3rd finger,0
Osteolytic defects of the distal phalanx of the 3rd finger,0
Patchy sclerosis of the distal phalanx of the 3rd finger,0
Distal/middle symphalangism of 3rd finger,0
Triangular shaped distal phalanx of the 3rd finger,0
Curved distal phalanx of the 3rd finger,0
Broad middle phalanx of the 3rd finger,0
Bullet-shaped middle phalanx of the 3rd finger,0
Curved middle phalanx of the 3rd finger,0
Osteolytic defects of the middle phalanx of the 3rd finger,0
Patchy sclerosis of the middle phalanx of the 3rd finger,0
Broad proximal phalanx of the 3rd finger,0
Bullet-shaped proximal phalanx of the 3rd finger,0
Curved proximal phalanx of the 3rd finger,0
Osteolytic defects of the proximal phalanx of the 3rd finger,0
Patchy sclerosis of the proximal phalanx of the 3rd finger,0
Aplasia of the proximal phalanx of the 3rd finger,0
Short proximal phalanx of the 3rd finger,0
Contracture of the distal interphalangeal joint of the 3rd finger,0
Contracture of the metacarpophalangeal joint of the 3rd finger,0
Proximal/middle symphalangism of 4th finger,0
Symphalangism of the proximal phalanx of the 4th finger with the 4th metacarpal,0
Proximal/middle symphalangism of 3rd finger,0
Symphalangism of the proximal phalanx of the 3rd finger with the 3rd metacarpal,0
Absent epiphysis of the distal phalanx of the 2nd finger,0
Bracket epiphysis of the distal phalanx of the 2nd finger,0
Cone-shaped epiphysis of the distal phalanx of the 2nd finger,0
Enlarged epiphysis of the distal phalanx of the 2nd finger,0
Fragmentation of the epiphysis of the distal phalanx of the 2nd finger,0
Irregular epiphysis of the distal phalanx of the 2nd finger,0
Ivory epiphysis of the distal phalanx of the 2nd finger,0
Pseudoepiphysis of the distal phalanx of the 2nd finger,0
Small epiphysis of the distal phalanx of the 2nd finger,0
Stippling of the epiphysis of the distal phalanx of the 2nd finger,0
Triangular epiphysis of the distal phalanx of the 2nd finger,0
Absent epiphysis of the middle phalanx of the 2nd finger,0
Bracket epiphysis of the middle phalanx of the 2nd finger,0
Cone-shaped epiphysis of the middle phalanx of the 2nd finger,0
Fragmentation of the epiphysis of the middle phalanx of the 2nd finger,0
Irregular epiphysis of the middle phalanx of the 2nd finger,0
Ivory epiphysis of the middle phalanx of the 2nd finger,0
Pseudoepiphysis of the middle phalanx of the 2nd finger,0
Small epiphysis of the middle phalanx of the 2nd finger,0
Stippling of the epiphysis of the middle phalanx of the 2nd finger,0
Absent epiphysis of the proximal phalanx of the 2nd finger,0
Bracket epiphysis of the proximal phalanx of the 2nd finger,0
Cone-shaped epiphysis of the proximal phalanx of the 2nd finger,0
Fragmentation of the epiphysis of the proximal phalanx of the 2nd finger,0
Irregular epiphysis of the proximal phalanx of the 2nd finger,0
Ivory epiphysis of the proximal phalanx of the 2nd finger,0
Pseudoepiphysis of the proximal phalanx of the 2nd finger,0
Small epiphysis of the proximal phalanx of the 2nd finger,0
Stippling of the epiphysis of the proximal phalanx of the 2nd finger,0
Contracture of the distal interphalangeal joint of the 2nd finger,0
Contracture of the metacarpophalangeal joint of the 2nd finger,0
Broad distal phalanx of the 2nd finger,0
Bullet-shaped distal phalanx of the 2nd finger,0
Curved distal phalanx of the 2nd finger,0
Osteolytic defects of the distal phalanx of the 2nd finger,0
Patchy sclerosis of the distal phalanx of the 2nd finger,0
Distal/middle symphalangism of 2nd finger,0
Triangular shaped distal phalanx of the 2nd finger,0
Broad middle phalanx of the 2nd finger,0
Bullet-shaped middle phalanx of the 2nd finger,0
Curved middle phalanx of the 2nd finger,0
Osteolytic defects of the middle phalanx of the 2nd finger,0
Patchy sclerosis of the middle phalanx of the 2nd finger,0
Proximal/middle symphalangism of the 2nd finger,0
Broad proximal phalanx of the 2nd finger,0
Bullet-shaped proximal phalanx of the 2nd finger,0
Curved proximal phalanx of the 2nd finger,0
Osteolytic defects of the proximal phalanx of the 2nd finger,0
Patchy sclerosis of the proximal phalanx of the 2nd finger,0
Symphalangism of the proximal phalanx of the 2nd finger with the 2nd metacarpal,0
Bifid proximal phalanx of the thumb,0
Complete duplication of the first metacarpal,0
Bifid first metacarpal,0
Contractures of the carpometacarpal joint of the thumb,0
Contractures of the metacarpophalangeal joint of the thumb,0
Broad proximal phalanx of the thumb,0
Bullet-shaped proximal phalanx of the thumb,0
Curved proximal phalanx of the thumb,0
Osteolytic defect of the proximal phalanx of the thumb,0
Patchy sclerosis of the proximal phalanx of the thumb,0
Triangular shaped proximal phalanx of the thumb,0
Bullet-shaped distal phalanx of the thumb,0
Osteolytic defect of the distal phalanx of the thumb,0
Patchy sclerosis of the distal phalanx of the thumb,0
Aplasia of the distal phalanx of the thumb,0
Absent epiphysis of the proximal phalanx of the thumb,0
Bracket epiphysis of the proximal phalanx of the thumb,0
Cone-shaped epiphysis of the proximal phalanx of the thumb,0
Enlarged epiphysis of the proximal phalanx of the thumb,0
Fragmentation of the epiphysis of the proximal phalanx of the thumb,0
Irregular epiphysis of the proximal phalanx of the thumb,0
Ivory epiphysis of the proximal phalanx of the thumb,0
Pseudoepiphysis of the proximal phalanx of the thumb,0
Small epiphysis of the proximal phalanx of the thumb,0
Stippling of the epiphysis of the proximal phalanx of the thumb,0
Triangular epiphysis of the proximal phalanx of the thumb,0
Absent epiphysis of the distal phalanx of the thumb,0
Bracket epiphysis of the distal phalanx of the thumb,0
Cone-shaped epiphysis of the distal phalanx of the thumb,0
Enlarged epiphysis of the distal phalanx of the thumb,0
Irregular epiphysis of the distal phalanx of the thumb,0
Ivory epiphysis of the distal phalanx of the thumb,0
Pseudoepiphysis of the distal phalanx of the thumb,0
Small epiphysis of the distal phalanx of the thumb,0
Triangular epiphysis of the distal phalanx of the thumb,0
Lower limb phocomelia,0
Telangiectasia of the ear,0
Underdeveloped crus of the helix,0
Conjunctival nodule,0
Aplasia of the middle ear ossicles,0
Corneal asymmetry,0
Nevus of Ota,0
Vascular remnant arising from the disc,0
Narrow nasal septum,0
Asymmetry of the mandible,0
Complete duplication of the distal phalanx of the 2nd finger,0
Complete duplication of the middle phalanx of the 2nd finger,0
Partial duplication of the middle phalanx of the 2nd finger,0
Complete duplication of the proximal phalanx of the 2nd finger,0
Partial duplication of the proximal phalanx of the 2nd finger,0
Complete duplication of the distal phalanx of the 3rd finger,0
Complete duplication of the proximal phalanx of the 3rd finger,0
Partial duplication of the middle phalanx of the 3rd finger,0
Complete duplication of the distal phalanx of the 4th finger,0
Complete duplication of the middle phalanx of the 4th finger,0
Complete duplication of the proximal phalanx of the 4th finger,0
Partial duplication of the distal phalanx of the 4th finger,0
Partial duplication of the middle phalanx of the 4th finger,0
Partial duplication of the proximal phalanx of the 4th finger,0
Complete duplication of the distal phalanx of the 5th finger,0
Complete duplication of the middle phalanx of the 5th finger,0
Complete duplication of the proximal phalanx of the 5th finger,0
Partial duplication of the distal phalanx of the 5th finger,0
Partial duplication of the middle phalanx of the 5th finger,0
Partial duplication of the proximal phalanx of the 5th finger,0
Absent epiphysis of the 1st metacarpal,0
Bracket epiphysis of the 1st metacarpal,0
Enlarged epiphysis of the 1st metacarpal,0
Irregular epiphysis of the 1st metacarpal,0
Ivory epiphysis of the 1st metacarpal,0
Pseudoepiphysis of the 1st metacarpal,0
Small epiphysis of the 1st metacarpal,0
Epiphyseal stippling of the first metacarpal,0
Triangular epiphysis of the 1st metacarpal,0
Bullet-shaped 1st metacarpal,0
Curved 1st metacarpal,0
Osteolytic defects of the 1st metacarpal,0
Patchy sclerosis of the 1st metacarpal,0
Triangular shaped 1st metacarpal,0
Aplasia of the 3rd metacarpal,0
Bullet-shaped 1st metatarsal,0
Curved 1st metatarsal,0
Osteolytic defects of the 1st metatarsal,0
Patchy sclerosis of the 1st metatarsal,0
Triangular shaped 1st metatarsal,0
Curved distal phalanx of the hallux,0
Osteolytic defects of the distal phalanx of the hallux,0
Patchy sclerosis of the distal phalanx of the hallux,0
Symphalangism affecting the distal phalanx of the hallux,0
Triangular shaped distal phalanx of the hallux,0
Broad proximal phalanx of the hallux,0
Bullet-shaped proximal phalanx of the hallux,0
